idprojeto,data,tipo_data,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
1091,2020-11-01,fn,2020-08-14 13:39:09,patriciarego,2020-08-14 13:39:09,patriciarego
1091,2021-03-31,fn,2020-11-17 13:35:09,amauger,2020-11-17 13:35:09,amauger
1092,2018-03-01,in,2020-10-13 14:17:30,amauger,2020-10-13 14:17:30,amauger
1092,2020-10-31,fn,2020-10-13 14:17:30,amauger,2020-10-13 14:17:30,amauger
1092,2021-03-31,fn,2020-11-17 13:35:45,amauger,2020-11-17 13:35:45,amauger
1093,2018-03-01,in,2021-06-14 16:39:55,renato.rossi,2021-06-14 16:39:55,renato.rossi
1093,2020-03-01,fn,2021-06-14 16:39:55,renato.rossi,2021-06-14 16:39:55,renato.rossi
1096,2018-03-01,in,2020-10-13 14:18:00,amauger,2020-10-13 14:18:00,amauger
1096,2020-10-31,fn,2020-10-13 14:18:00,amauger,2020-10-13 14:18:00,amauger
1098,2018-03-01,in,2020-10-13 14:18:30,amauger,2020-10-13 14:18:30,amauger
1098,2020-10-31,fn,2020-10-13 14:18:30,amauger,2020-10-13 14:18:30,amauger
1101,2020-10-30,df,2020-03-17 13:18:12,amauger,2020-03-17 13:18:12,amauger
1102,2017-01-01,fn,2021-06-14 16:38:36,renato.rossi,2021-06-14 16:38:36,renato.rossi
1102,2017-01-01,in,2021-06-14 16:38:36,renato.rossi,2021-06-14 16:38:36,renato.rossi
1104,2017-01-01,fn,2021-06-14 16:36:15,renato.rossi,2021-06-14 16:36:15,renato.rossi
1104,2017-01-01,in,2021-06-14 16:36:15,renato.rossi,2021-06-14 16:36:15,renato.rossi
1110,2017-01-01,fn,2021-06-14 16:34:37,renato.rossi,2021-06-14 16:34:37,renato.rossi
1110,2017-01-01,in,2021-06-14 16:34:37,renato.rossi,2021-06-14 16:34:37,renato.rossi
1112,2020-10-30,df,2020-03-17 13:25:46,amauger,2020-03-17 13:25:46,amauger
1113,2018-05-02,in,2020-10-13 14:19:10,amauger,2020-10-13 14:19:10,amauger
1113,2020-10-31,fn,2020-10-13 14:19:10,amauger,2020-10-13 14:19:10,amauger
1115,2017-01-01,fn,2021-06-14 17:49:07,renato.rossi,2021-06-14 17:49:07,renato.rossi
1115,2017-01-01,in,2021-06-14 17:49:07,renato.rossi,2021-06-14 17:49:07,renato.rossi
1118,2020-10-30,df,2020-03-17 13:25:08,amauger,2020-03-17 13:25:08,amauger
1119,2018-03-01,in,2021-06-14 17:45:24,renato.rossi,2021-06-14 17:45:24,renato.rossi
1119,2020-03-01,fn,2021-06-14 17:45:24,renato.rossi,2021-06-14 17:45:24,renato.rossi
1120,2017-01-01,fn,2021-06-14 17:41:54,renato.rossi,2021-06-14 17:41:54,renato.rossi
1120,2017-01-01,in,2021-06-14 17:41:54,renato.rossi,2021-06-14 17:41:54,renato.rossi
1125,2018-05-01,in,2020-10-13 14:19:43,amauger,2020-10-13 14:19:43,amauger
1125,2020-10-31,fn,2020-10-13 14:19:43,amauger,2020-10-13 14:19:43,amauger
1129,2018-05-01,in,2021-02-04 10:07:29,amauger,2021-02-04 10:07:29,amauger
1129,2020-10-01,fn,2021-02-04 10:07:29,amauger,2021-02-04 10:07:29,amauger
1133,2018-05-01,in,2021-02-04 10:08:29,amauger,2021-02-04 10:08:29,amauger
1133,2020-10-01,fn,2021-02-04 10:08:29,amauger,2021-02-04 10:08:29,amauger
1136,2018-05-01,in,2021-02-04 10:10:14,amauger,2021-02-04 10:10:14,amauger
1136,2020-10-01,fn,2021-02-04 10:10:14,amauger,2021-02-04 10:10:14,amauger
1137,2018-03-01,in,2021-02-04 10:10:56,amauger,2021-02-04 10:10:56,amauger
1137,2020-10-01,fn,2021-02-04 10:10:56,amauger,2021-02-04 10:10:56,amauger
1138,2018-03-01,in,2021-02-04 10:11:32,amauger,2021-02-04 10:11:32,amauger
1138,2020-10-01,fn,2021-02-04 10:11:32,amauger,2021-02-04 10:11:32,amauger
1139,2018-03-01,in,2020-10-13 14:20:37,amauger,2020-10-13 14:20:37,amauger
1139,2020-03-30,fn,2020-10-13 14:20:37,amauger,2020-10-13 14:20:37,amauger
1141,2017-01-01,fn,2021-06-14 16:29:27,renato.rossi,2021-06-14 16:29:27,renato.rossi
1141,2017-01-01,in,2021-06-14 16:29:27,renato.rossi,2021-06-14 16:29:27,renato.rossi
1142,2018-03-01,in,2020-10-13 14:21:14,amauger,2020-10-13 14:21:14,amauger
1142,2020-03-30,fn,2020-10-13 14:21:14,amauger,2020-10-13 14:21:14,amauger
1149,2017-01-01,fn,2021-06-14 17:14:47,renato.rossi,2021-06-14 17:14:47,renato.rossi
1149,2017-01-01,in,2021-06-14 17:14:47,renato.rossi,2021-06-14 17:14:47,renato.rossi
1150,2018-05-01,in,2021-02-04 10:12:22,amauger,2021-02-04 10:12:22,amauger
1150,2020-10-01,fn,2021-02-04 10:12:22,amauger,2021-02-04 10:12:22,amauger
1151,2018-03-01,in,2021-02-04 10:13:03,amauger,2021-02-04 10:13:03,amauger
1151,2020-10-01,fn,2021-02-04 10:13:03,amauger,2021-02-04 10:13:03,amauger
1153,2017-01-01,fn,2021-06-14 16:25:55,renato.rossi,2021-06-14 16:25:55,renato.rossi
1153,2017-01-01,in,2021-06-14 16:25:55,renato.rossi,2021-06-14 16:25:55,renato.rossi
1155,2018-05-01,in,2021-02-04 10:15:23,amauger,2021-02-04 10:15:23,amauger
1155,2020-10-01,fn,2021-02-04 10:15:23,amauger,2021-02-04 10:15:23,amauger
1158,2018-09-01,in,2021-02-04 10:15:59,amauger,2021-02-04 10:15:59,amauger
1158,2020-10-01,fn,2021-02-04 10:15:59,amauger,2021-02-04 10:15:59,amauger
1160,2018-09-01,in,2021-06-14 17:36:59,renato.rossi,2021-06-14 17:36:59,renato.rossi
1160,2020-03-01,fn,2021-06-14 17:36:59,renato.rossi,2021-06-14 17:36:59,renato.rossi
1161,2018-05-01,in,2021-02-04 10:16:46,amauger,2021-02-04 10:16:46,amauger
1161,2020-10-01,fn,2021-02-04 10:16:46,amauger,2021-02-04 10:16:46,amauger
1162,2018-05-01,in,2021-02-04 10:17:18,amauger,2021-02-04 10:17:18,amauger
1162,2020-10-01,fn,2021-02-04 10:17:18,amauger,2021-02-04 10:17:18,amauger
1166,2018-03-01,in,2020-09-23 16:45:13,amauger,2020-09-23 16:45:13,amauger
1166,2021-03-01,fn,2020-09-23 16:45:13,amauger,2020-09-23 16:45:13,amauger
1170,2018-03-01,in,2020-09-23 16:45:51,amauger,2020-09-23 16:45:51,amauger
1170,2021-03-01,fn,2020-09-23 16:45:51,amauger,2020-09-23 16:45:51,amauger
1171,2019-05-01,in,2020-10-13 14:22:30,amauger,2020-10-13 14:22:30,amauger
1171,2020-10-31,fn,2020-10-13 14:22:30,amauger,2020-10-13 14:22:30,amauger
1171,2021-03-01,fn,2020-12-01 10:19:12,amauger,2020-12-01 10:19:12,amauger
1171,2021-04-01,fn,2020-12-01 11:10:19,amauger,2020-12-01 11:10:19,amauger
1172,2018-03-01,in,2020-07-24 15:53:14,nmabeck,2020-07-24 15:53:14,nmabeck
1172,2020-07-01,fn,2020-07-24 15:53:14,nmabeck,2020-07-24 15:53:14,nmabeck
1172,2021-03-01,fn,2020-09-23 16:47:15,amauger,2020-09-23 16:47:15,amauger
1173,2018-03-01,in,2020-09-23 16:48:24,amauger,2020-09-23 16:48:24,amauger
1173,2021-03-01,fn,2020-09-23 16:48:24,amauger,2020-09-23 16:48:24,amauger
1175,2017-01-01,fn,2021-06-14 17:34:07,renato.rossi,2021-06-14 17:34:07,renato.rossi
1175,2017-01-01,in,2021-06-14 17:34:07,renato.rossi,2021-06-14 17:34:07,renato.rossi
1176,2018-03-01,in,2020-07-24 15:32:42,nmabeck,2020-07-24 15:32:42,nmabeck
1176,2020-07-01,fn,2020-07-24 15:32:42,nmabeck,2020-07-24 15:32:42,nmabeck
1176,2021-03-01,fn,2020-09-23 16:49:09,amauger,2020-09-23 16:49:09,amauger
1178,2018-03-01,in,2020-10-13 14:23:29,amauger,2020-10-13 14:23:29,amauger
1178,2021-03-01,fn,2020-10-13 14:23:29,amauger,2020-10-13 14:23:29,amauger
1179,2018-03-01,in,2020-09-23 16:49:59,amauger,2020-09-23 16:49:59,amauger
1179,2021-03-01,fn,2020-09-23 16:49:59,amauger,2020-09-23 16:49:59,amauger
1180,2017-01-01,fn,2021-06-14 17:27:25,renato.rossi,2021-06-14 17:27:25,renato.rossi
1180,2017-01-01,in,2021-06-14 17:27:25,renato.rossi,2021-06-14 17:27:25,renato.rossi
1181,2019-05-01,in,2020-12-01 10:19:43,amauger,2020-12-01 10:19:43,amauger
1181,2020-11-01,fn,2020-12-01 12:39:15,amauger,2020-12-01 12:39:15,amauger
1181,2021-03-01,fn,2020-12-01 10:19:43,amauger,2020-12-01 10:19:43,amauger
1181,2021-04-01,fn,2020-12-01 11:10:46,amauger,2020-12-01 11:10:46,amauger
1182,2018-03-01,in,2020-09-23 16:50:39,amauger,2020-09-23 16:50:39,amauger
1182,2021-03-01,fn,2020-09-23 16:50:39,amauger,2020-09-23 16:50:39,amauger
1183,2018-03-01,in,2020-09-23 16:51:29,amauger,2020-09-23 16:51:29,amauger
1183,2021-02-01,fn,2020-09-23 16:51:29,amauger,2020-09-23 16:51:29,amauger
1183,2021-03-01,fn,2020-09-23 16:51:58,amauger,2020-09-23 16:51:58,amauger
1184,2018-05-01,in,2020-09-23 16:52:51,amauger,2020-09-23 16:52:51,amauger
1184,2021-03-01,fn,2020-09-23 16:52:51,amauger,2020-09-23 16:52:51,amauger
1188,2018-03-01,in,2020-10-13 14:24:48,amauger,2020-10-13 14:24:48,amauger
1188,2020-02-28,fn,2020-10-13 14:24:48,amauger,2020-10-13 14:24:48,amauger
1192,2018-03-01,in,2020-09-23 16:53:37,amauger,2020-09-23 16:53:37,amauger
1192,2021-03-01,fn,2020-09-23 16:53:37,amauger,2020-09-23 16:53:37,amauger
1193,2018-03-01,in,2020-09-23 16:54:11,amauger,2020-09-23 16:54:11,amauger
1193,2021-03-01,fn,2020-09-23 16:54:11,amauger,2020-09-23 16:54:11,amauger
1194,2018-03-01,in,2020-09-23 16:54:46,amauger,2020-09-23 16:54:46,amauger
1194,2021-03-01,fn,2020-09-23 16:54:46,amauger,2020-09-23 16:54:46,amauger
1200,2017-01-01,fn,2021-06-14 16:19:31,renato.rossi,2021-06-14 16:19:31,renato.rossi
1200,2017-01-01,in,2021-06-14 16:19:31,renato.rossi,2021-06-14 16:19:31,renato.rossi
1206,2020-10-30,df,2020-04-08 17:22:58,amauger,2020-04-08 17:22:58,amauger
1218,2020-10-01,df,2020-02-28 11:14:40,nmabeck,2020-02-28 11:14:40,nmabeck
1219,2018-03-01,in,2021-05-26 11:54:29,amauger,2021-05-26 11:54:29,amauger
1219,2020-10-01,fn,2021-05-26 11:54:29,amauger,2021-05-26 11:54:29,amauger
1222,2017-01-01,in,2022-03-18 14:01:14,Mluiza,2022-03-18 14:01:14,Mluiza
1222,2019-12-31,fn,2022-03-18 14:01:14,Mluiza,2022-03-18 14:01:14,Mluiza
1223,2018-05-01,in,2020-10-13 14:25:41,amauger,2020-10-13 14:25:41,amauger
1223,2020-04-30,fn,2020-10-13 14:26:33,amauger,2020-10-13 14:26:33,amauger
1223,2020-05-02,fn,2020-10-13 14:25:41,amauger,2020-10-13 14:25:41,amauger
1224,2017-01-01,in,2022-03-18 14:02:00,Mluiza,2022-03-18 14:02:00,Mluiza
1224,2019-12-31,fn,2022-03-18 14:02:00,Mluiza,2022-03-18 14:02:00,Mluiza
1225,2017-01-01,in,2022-03-18 14:03:14,Mluiza,2022-03-18 14:03:14,Mluiza
1225,2019-12-31,fn,2022-03-18 14:03:14,Mluiza,2022-03-18 14:03:14,Mluiza
1226,2017-01-01,in,2022-03-18 14:04:27,Mluiza,2022-03-18 14:04:27,Mluiza
1226,2019-12-31,fn,2022-03-18 14:04:27,Mluiza,2022-03-18 14:04:27,Mluiza
1228,2018-03-01,in,2020-09-23 16:44:17,amauger,2020-09-23 16:44:17,amauger
1228,2019-09-01,fn,2020-12-01 13:40:48,amauger,2020-12-01 13:40:48,amauger
1228,2020-10-01,fn,2020-09-23 16:44:17,amauger,2020-09-23 16:44:17,amauger
1235,2020-05-01,df,2020-03-31 11:04:05,amauger,2020-03-31 11:04:05,amauger
1237,2020-05-01,df,2020-03-31 11:04:41,amauger,2020-03-31 11:04:41,amauger
1240,2018-01-10,in,2020-10-13 14:27:42,amauger,2020-10-13 14:27:42,amauger
1240,2019-12-31,fn,2020-10-13 14:27:42,amauger,2020-10-13 14:27:42,amauger
1241,2020-05-01,df,2020-03-31 11:05:10,amauger,2020-03-31 11:05:10,amauger
1242,2018-01-01,di,2020-02-27 14:25:40,renato.rossi,2020-02-27 14:25:40,renato.rossi
1242,2020-04-01,df,2020-02-27 14:25:40,renato.rossi,2020-02-27 14:25:40,renato.rossi
1242,2020-05-01,df,2020-03-31 11:05:37,amauger,2020-03-31 11:05:37,amauger
2003,2019-09-02,in,2020-10-13 14:28:51,amauger,2020-10-13 14:28:51,amauger
2003,2020-09-10,fn,2020-10-13 14:28:51,amauger,2020-10-13 14:28:51,amauger
2004,2020-03-04,di,2020-03-02 14:24:11,renato.rossi,2020-03-02 14:24:11,renato.rossi
2004,2020-04-30,di,2020-07-10 10:33:01,rezende,2020-07-10 10:33:01,rezende
2004,2020-06-18,di,2020-06-18 05:45:33,renato.rossi,2020-06-18 05:45:33,renato.rossi
2004,2020-08-31,df,2020-06-18 05:45:33,renato.rossi,2020-06-18 05:45:33,renato.rossi
2005,2020-03-19,di,2020-03-02 14:27:59,renato.rossi,2020-03-02 14:27:59,renato.rossi
2005,2020-07-16,df,2020-07-15 18:25:29,renato.rossi,2020-07-15 18:25:29,renato.rossi
2005,2021-05-31,fn,2021-05-04 10:51:16,amauger,2021-05-04 10:51:16,amauger
2006,2020-06-02,di,2020-06-03 00:06:07,goliveira,2020-06-03 00:06:07,goliveira
2006,2021-02-01,df,2020-06-03 09:51:59,goliveira,2020-06-03 09:51:59,goliveira
2006,2021-03-31,df,2020-06-05 01:28:44,goliveira,2020-06-05 01:28:44,goliveira
2007,2020-06-19,di,2020-06-19 10:22:24,renato.rossi,2020-06-19 10:22:24,renato.rossi
2007,2020-07-03,df,2020-06-19 10:35:32,renato.rossi,2020-06-19 10:35:32,renato.rossi
2007,2021-06-30,fn,2021-05-04 10:53:27,amauger,2021-05-04 10:53:27,amauger
2008,2020-06-22,di,2020-06-19 10:39:26,renato.rossi,2020-06-19 10:39:26,renato.rossi
2008,2020-07-31,df,2020-07-15 18:27:41,renato.rossi,2020-07-15 18:27:41,renato.rossi
2008,2021-06-30,fn,2021-05-04 10:52:39,amauger,2021-05-04 10:52:39,amauger
2009,2020-06-01,in,2021-04-28 16:53:30,amauger,2021-04-28 16:53:30,amauger
2009,2020-06-24,di,2020-06-19 11:13:04,renato.rossi,2020-06-19 11:13:04,renato.rossi
2009,2020-07-07,df,2020-07-07 06:32:29,renato.rossi,2020-07-07 06:32:29,renato.rossi
2009,2021-06-29,fn,2021-05-04 10:52:01,amauger,2021-05-04 10:52:01,amauger
2010,2020-06-22,di,2020-06-19 11:19:49,renato.rossi,2020-06-19 11:19:49,renato.rossi
2010,2020-06-25,df,2020-06-19 11:49:02,renato.rossi,2020-06-19 11:49:02,renato.rossi
2010,2021-04-01,in,2021-04-19 16:38:49,amauger,2021-04-19 16:38:49,amauger
2010,2021-06-30,fn,2021-04-19 16:38:49,amauger,2021-04-19 16:38:49,amauger
2011,2020-06-26,di,2020-06-25 06:40:41,renato.rossi,2020-06-25 06:40:41,renato.rossi
2011,2020-07-09,df,2020-07-03 15:54:23,renato.rossi,2020-07-03 15:54:23,renato.rossi
2011,2021-03-01,in,2021-04-19 16:28:47,amauger,2021-04-19 16:28:47,amauger
2011,2021-06-30,fn,2021-04-19 16:28:47,amauger,2021-04-19 16:28:47,amauger
2012,2020-06-01,di,2020-07-20 13:15:21,patriciarego,2020-07-20 13:15:21,patriciarego
2012,2020-06-26,di,2020-06-26 14:09:04,nmabeck,2020-06-26 14:09:04,nmabeck
2012,2020-06-27,df,2020-06-26 14:16:39,nmabeck,2020-06-26 14:16:39,nmabeck
2012,2021-02-28,df,2020-07-20 13:15:21,patriciarego,2020-07-20 13:15:21,patriciarego
2013,2020-11-01,in,2021-03-10 08:14:57,nmabeck,2021-03-10 08:14:57,nmabeck
2013,2020-12-11,in,2021-01-21 10:49:20,nmabeck,2021-01-21 10:49:20,nmabeck
2013,2021-05-31,fn,2021-01-21 10:49:20,nmabeck,2021-01-21 10:49:20,nmabeck
2014,2021-01-04,in,2021-03-12 07:31:58,nmabeck,2021-03-12 07:31:58,nmabeck
2014,2021-05-31,fn,2021-03-12 07:31:58,nmabeck,2021-03-12 07:31:58,nmabeck
2015,2021-01-04,in,2021-03-12 08:21:07,nmabeck,2021-03-12 08:21:07,nmabeck
2015,2021-05-31,fn,2021-03-12 08:21:07,nmabeck,2021-03-12 08:21:07,nmabeck
2016,2021-06-30,fn,2021-05-03 16:21:23,amauger,2021-05-03 16:21:23,amauger
2017,2021-06-30,fn,2021-05-04 10:49:32,amauger,2021-05-04 10:49:32,amauger
2018,2021-06-30,fn,2021-05-04 10:50:20,amauger,2021-05-04 10:50:20,amauger
2019,2021-02-01,in,2021-05-04 11:06:02,amauger,2021-05-04 11:06:02,amauger
2019,2021-06-30,fn,2021-05-04 11:06:02,amauger,2021-05-04 11:06:02,amauger
2020,2021-02-01,in,2021-05-04 11:30:43,amauger,2021-05-04 11:30:43,amauger
2020,2021-06-30,fn,2021-05-04 11:30:43,amauger,2021-05-04 11:30:43,amauger
2021,2021-02-01,in,2021-05-04 12:21:16,amauger,2021-05-04 12:21:16,amauger
2021,2021-06-30,fn,2021-05-04 12:21:16,amauger,2021-05-04 12:21:16,amauger
2022,2021-02-01,in,2021-05-04 12:49:06,amauger,2021-05-04 12:49:06,amauger
2022,2021-06-30,fn,2021-05-04 12:49:06,amauger,2021-05-04 12:49:06,amauger
2023,2021-02-01,in,2021-05-04 13:10:21,amauger,2021-05-04 13:10:21,amauger
2023,2021-06-30,fn,2021-05-04 13:10:21,amauger,2021-05-04 13:10:21,amauger
2024,2021-02-01,in,2021-05-04 13:31:31,amauger,2021-05-04 13:31:31,amauger
2024,2021-06-30,fn,2021-05-04 13:31:31,amauger,2021-05-04 13:31:31,amauger
2025,2021-03-01,in,2021-05-04 13:47:57,amauger,2021-05-04 13:47:57,amauger
2025,2021-07-31,fn,2021-05-04 13:47:57,amauger,2021-05-04 13:47:57,amauger
2026,2021-06-30,fn,2021-05-27 14:55:10,amauger,2021-05-27 14:55:10,amauger
2027,2021-08-01,in,2021-09-14 16:29:48,amauger,2021-09-14 16:29:48,amauger
2027,2021-11-13,fn,2021-09-14 16:29:48,amauger,2021-09-14 16:29:48,amauger
2028,2022-01-17,in,2022-01-19 16:31:29,renato.rossi,2022-01-19 16:31:29,renato.rossi
2028,2024-12-08,fn,2022-01-19 16:31:29,renato.rossi,2022-01-19 16:31:29,renato.rossi
2029,2022-06-03,in,2022-06-27 09:49:10,renato.rossi,2022-06-27 09:49:10,renato.rossi
2029,2022-06-10,in,2022-06-24 07:44:29,renato.rossi,2022-06-24 07:44:29,renato.rossi
2029,2024-12-03,fn,2022-06-24 07:44:29,renato.rossi,2022-06-24 07:44:29,renato.rossi
2030,2021-12-01,in,2022-07-14 16:58:54,ogalimberti,2022-07-14 16:58:54,ogalimberti
2030,2025-11-30,fn,2022-07-14 16:58:54,ogalimberti,2022-07-14 16:58:54,ogalimberti
2031,2021-12-01,in,2022-07-14 17:09:34,ogalimberti,2022-07-14 17:09:34,ogalimberti
2031,2025-11-30,fn,2022-07-14 17:09:34,ogalimberti,2022-07-14 17:09:34,ogalimberti
2032,2022-08-22,in,2022-08-09 07:39:02,renato.rossi,2022-08-09 07:39:02,renato.rossi
2032,2022-09-09,fn,2022-08-09 07:39:02,renato.rossi,2022-08-09 07:39:02,renato.rossi
2033,2022-08-23,in,2022-10-25 08:21:23,gabriel.lima,2022-10-25 08:21:23,gabriel.lima
2033,2022-08-27,fn,2022-10-25 08:21:23,gabriel.lima,2022-10-25 08:21:23,gabriel.lima
2034,2022-11-01,in,2022-10-28 15:27:11,rcarrijo,2022-10-28 15:27:11,rcarrijo
2034,2022-11-04,fn,2022-10-28 15:27:11,rcarrijo,2022-10-28 15:27:11,rcarrijo
2034,2022-12-05,in,2022-11-24 13:58:59,rcarrijo,2022-11-24 13:58:59,rcarrijo
2034,2023-06-30,fn,2022-11-24 13:58:59,rcarrijo,2022-11-24 13:58:59,rcarrijo
2035,2022-10-01,in,2022-11-03 08:57:05,gabriel.g,2022-11-03 08:57:05,gabriel.g
2035,2023-01-02,in,2022-11-29 11:39:00,rcarrijo,2022-11-29 11:39:00,rcarrijo
2035,2023-10-01,fn,2022-11-03 08:57:05,gabriel.g,2022-11-03 08:57:05,gabriel.g
2035,2023-12-31,fn,2022-11-29 11:39:00,rcarrijo,2022-11-29 11:39:00,rcarrijo
2036,2023-02-01,in,2022-11-29 15:14:57,rcarrijo,2022-11-29 15:14:57,rcarrijo
2036,2023-12-31,fn,2022-11-29 15:14:57,rcarrijo,2022-11-29 15:14:57,rcarrijo
2037,2023-01-01,in,2022-11-07 14:35:08,gabriel.g,2022-11-07 14:35:08,gabriel.g
2037,2023-01-02,in,2022-11-29 13:57:17,rcarrijo,2022-11-29 13:57:17,rcarrijo
2037,2023-12-31,fn,2022-11-07 14:35:08,gabriel.g,2022-11-07 14:35:08,gabriel.g
2038,2023-01-02,in,2022-12-01 11:21:49,gabriel.g,2022-12-01 11:21:49,gabriel.g
2038,2023-02-01,in,2023-01-05 16:42:34,gabriel.g,2023-01-05 16:42:34,gabriel.g
2038,2023-12-31,fn,2022-12-01 11:21:49,gabriel.g,2022-12-01 11:21:49,gabriel.g
2038,2024-01-31,fn,2023-01-05 16:42:34,gabriel.g,2023-01-05 16:42:34,gabriel.g
2039,2022-09-01,in,2022-12-01 11:32:10,gabriel.g,2022-12-01 11:32:10,gabriel.g
2039,2023-02-01,in,2023-01-05 16:34:13,gabriel.g,2023-01-05 16:34:13,gabriel.g
2039,2023-08-31,fn,2022-12-01 11:32:10,gabriel.g,2022-12-01 11:32:10,gabriel.g
2039,2024-01-31,fn,2023-01-05 16:34:13,gabriel.g,2023-01-05 16:34:13,gabriel.g
2040,2023-02-01,in,2023-01-05 15:40:36,gabriel.g,2023-01-05 15:40:36,gabriel.g
2040,2023-12-31,fn,2023-02-07 16:34:20,amauger,2023-02-07 16:34:20,amauger
2040,2024-01-31,fn,2023-01-05 15:40:36,gabriel.g,2023-01-05 15:40:36,gabriel.g
2041,2022-10-31,in,2023-01-04 14:55:48,gabriel.g,2023-01-04 14:55:48,gabriel.g
2041,2023-02-01,in,2023-01-04 15:18:31,gabriel.g,2023-01-04 15:18:31,gabriel.g
2041,2023-02-15,in,2023-02-02 10:02:46,gabriel.g,2023-02-02 10:02:46,gabriel.g
2041,2023-02-28,fn,2023-01-04 14:55:48,gabriel.g,2023-01-04 14:55:48,gabriel.g
2041,2023-08-31,fn,2023-02-02 10:02:46,gabriel.g,2023-02-02 10:02:46,gabriel.g
2041,2023-12-31,fn,2023-01-04 15:18:31,gabriel.g,2023-01-04 15:18:31,gabriel.g
2042,2022-11-09,in,2023-01-04 15:20:10,gabriel.g,2023-01-04 15:20:10,gabriel.g
2042,2023-02-15,in,2023-02-02 10:10:12,gabriel.g,2023-02-02 10:10:12,gabriel.g
2042,2023-03-09,fn,2023-01-04 15:20:10,gabriel.g,2023-01-04 15:20:10,gabriel.g
2042,2023-09-30,fn,2023-02-02 10:10:12,gabriel.g,2023-02-02 10:10:12,gabriel.g
2043,2023-02-01,in,2023-01-04 17:02:10,gabriel.g,2023-01-04 17:02:10,gabriel.g
2043,2023-12-31,fn,2023-01-04 17:02:10,gabriel.g,2023-01-04 17:02:10,gabriel.g
2043,2024-01-31,fn,2023-01-05 16:14:06,gabriel.g,2023-01-05 16:14:06,gabriel.g
2044,2023-02-01,in,2023-01-05 10:01:02,gabriel.g,2023-01-05 10:01:02,gabriel.g
2044,2024-01-31,fn,2023-01-05 10:01:02,gabriel.g,2023-01-05 10:01:02,gabriel.g
2045,2023-02-01,in,2023-01-05 10:46:19,gabriel.g,2023-01-05 10:46:19,gabriel.g
2045,2024-01-31,fn,2023-01-05 10:46:19,gabriel.g,2023-01-05 10:46:19,gabriel.g
2046,2023-02-15,in,2023-02-02 10:27:02,gabriel.g,2023-02-02 10:27:02,gabriel.g
2046,2023-12-31,fn,2023-02-02 10:27:02,gabriel.g,2023-02-02 10:27:02,gabriel.g
2047,2023-03-01,in,2023-02-24 14:30:32,gabriel.g,2023-02-24 14:30:32,gabriel.g
2047,2023-03-15,in,2023-03-13 15:01:35,gabriel.g,2023-03-13 15:01:35,gabriel.g
2047,2023-12-20,fn,2023-02-24 14:30:32,gabriel.g,2023-02-24 14:30:32,gabriel.g
2047,2024-03-15,fn,2023-03-13 15:01:35,gabriel.g,2023-03-13 15:01:35,gabriel.g
2048,2023-03-01,in,2023-02-24 13:22:23,amauger,2023-02-24 13:22:23,amauger
2048,2023-12-20,fn,2023-02-24 13:22:23,amauger,2023-02-24 13:22:23,amauger
2049,2023-04-01,in,2023-03-22 17:40:37,amauger,2023-03-22 17:40:37,amauger
2049,2023-12-15,fn,2023-03-22 17:40:37,amauger,2023-03-22 17:40:37,amauger